Time,NR_UE_Nbr_RSRQ_1,NR_UE_RSRP_0,NR_UE_SINR_0,NR_UE_RSRQ_0,NR_UE_Throughput_PDCP_DL,App_Throughput_DL,NR_UE_RACH_Procedure_Count,NR_UE_BLER_DL_0,NR_UE_RB_Num_DL_0,NR_UE_Ack_As_Nack_DL_0,NR_UE_Nbr_RSRP_3,NR_UE_Nbr_RSRP_4,NR_UE_Nbr_RSRQ_3,NR_UE_Nbr_RSRP_1,NR_UE_Timing_Advance,NR_UE_Nbr_RSRP_2,NR_UE_NACK_Rate_DL_0,NR_UE_Nbr_RSRQ_2,NR_UE_Power_Tx_PUSCH_0,NR_UE_Power_Tx_PRACH_0,NR_UE_Pathloss_DL_0,NR_UE_Nbr_RSRQ_4,NR_UE_Nbr_RSRQ_0,NR_UE_NACK_Rate_UL_0,NR_UE_Nbr_RSRP_0,NR_UE_RACH_OK,NR_UE_RRCReEstAttempt,NR_UE_RRCConnectionSetupOk,NR_UE_RACH_Fail,NR_UE_RRCHOOK,NR_UE_RACH_Attempt,NR_UE_RRCConnectionDrop,NR_UE_RRCConnectionAttempt,NR_UE_RRCReEstFail,NR_UE_RRCHOAttempt,NR_UE_RRCConnectionComplete,NR_UE_RRCReEst_EndResult,NR_UE_PCI_0,NR_UE_CCE_AggregationLev_0,NR_UE_Nbr_PCI_1,NR_UE_MCS_DL_0,NR_UE_Nbr_PCI_3,NAS_5GS_MM_MessageType,NAS_5GS_SM_MessageType,NR_UE_Nbr_PCI_4,NR_UE_Nbr_PCI_0,NR_UE_Nbr_PCI_2,NR_RRC_MsgType,NR_UE_Modulation_Avg_DL_0,NR_UE_RI_DL_0,Longitude,Latitude
2025-03-14 12:15:33.000,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.02713,41.10527
2025-03-14 12:15:33.018,,-73.1,23.4,-10.4,,,,10.4,29.0,0.0,,,,,,,10.4,,17.5,,88.7,,,0.8,,False,False,False,False,False,False,False,False,False,False,False,,68,LEVEL_1,,27 (64QAM OR 256QAM / Low SE -64QAM),,,,,,,,256QAM,Rank4,29.02705,41.10526
2025-03-14 12:15:33.354,,,,,97607.68,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.02705,41.10526
2025-03-14 12:15:33.499,,,,,,,,,,,,,,,,,,,17.5,,89.4,,,0.0,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,Rank4,29.02705,41.10526
2025-03-14 12:15:33.613,,-73.6,26.7,-10.4,97566.72,94225.05,,9.0,28.0,0.0,,,,,,,9.0,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,68,LEVEL_1,,27 (64QAM OR 256QAM / Low SE -64QAM),,,,,,,,256QAM,Rank4,29.027,41.10525
2025-03-14 12:15:34.001,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.027,41.10525
2025-03-14 12:15:34.022,,-74.4,25.6,-10.4,97177.6,,,10.4,28.0,0.0,,,,,,,10.4,,17.5,,90.8,,,0.0,,False,False,False,False,False,False,False,False,False,False,False,,68,LEVEL_1,,27 (64QAM OR 256QAM / Low SE -64QAM),,,,,,,,256QAM,Rank4,29.02696,41.10525
2025-03-14 12:15:34.499,,,,,,,,,,,,,,,,,,,17.5,,89.8,,,0.0,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,Rank4,29.02696,41.10525
2025-03-14 12:15:34.618,,-74.5,29.7,-10.4,97198.08,94845.64,,10.2,29.0,0.0,,,,,,,10.2,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,68,LEVEL_1,,26 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),,,,,,,,256QAM,Rank4,29.02691,41.10524
2025-03-14 12:15:35.000,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.02691,41.10524
2025-03-14 12:15:35.023,,-71.4,28.1,-10.4,97177.6,,,8.9,29.0,0.0,,,,,,,8.9,,17.5,,88.3,,,0.0,,False,False,False,False,False,False,False,False,False,False,False,,68,LEVEL_1,,26 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),,,,,,,,256QAM,Rank4,29.02686,41.10524
2025-03-14 12:15:35.356,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.02686,41.10524
2025-03-14 12:15:35.501,,,,,,,,,,,,,,,,,,,17.5,,88.8,,,1.0,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,Rank4,29.02686,41.10524
2025-03-14 12:15:35.623,,-73.6,29.3,-10.4,97525.76,94849.08,,8.8,28.0,0.0,,,,,,,8.8,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,68,LEVEL_1,,27 (64QAM OR 256QAM / Low SE -64QAM),,,,,,,,256QAM,Rank4,29.02681,41.10523
2025-03-14 12:15:35.999,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.02681,41.10523
2025-03-14 12:15:36.034,,-74.3,30.4,-10.4,97525.76,,,11.7,28.0,0.0,,,,,,,11.7,,17.5,,89.3,,,0.0,,False,False,False,False,False,False,False,False,False,False,False,,68,LEVEL_1,,27 (64QAM OR 256QAM / Low SE -64QAM),,,,,,,,256QAM,Rank4,29.02677,41.10522
2025-03-14 12:15:36.042,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.02677,41.10522
2025-03-14 12:15:36.500,,,,,,,,,,,,,,,,,,,17.5,,87.2,,,0.0,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,Rank4,29.02677,41.10522
2025-03-14 12:15:36.627,,-71.2,31.4,-10.4,97356.81,94058.66,,9.4,29.0,0.0,,,,,,,9.4,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,68,LEVEL_1,,26 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),,,,,,,,256QAM,Rank4,29.02677,41.10522
2025-03-14 12:15:36.999,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.02677,41.10522
2025-03-14 12:15:37.019,,-69.9,32.0,-10.4,97674.24,,,9.2,29.0,0.0,,,,,,,9.2,,17.5,,85.9,,,1.9,,False,False,False,False,False,False,False,False,False,False,False,,68,LEVEL_1,,26 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),,,,,,,,256QAM,Rank4,29.02668,41.10521
2025-03-14 12:15:37.360,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.02668,41.10521
2025-03-14 12:15:37.499,,,,,,,,,,,,,,,,,,,17.5,,85.9,,,1.0,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,Rank4,29.02668,41.10521
2025-03-14 12:15:37.630,,-70.4,31.9,-10.4,97320.96,94393.99,,9.2,30.0,0.0,,,,,,,9.2,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,68,LEVEL_1,,25 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),,,,,,,,256QAM,Rank4,29.02668,41.10521
2025-03-14 12:15:38.001,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.02668,41.10521
2025-03-14 12:15:38.016,,-70.6,31.6,-10.3,97157.12,,,7.6,28.0,0.0,,,,,,,7.6,,17.5,,86.6,,,0.9,,False,False,False,False,False,False,False,False,False,False,False,,68,LEVEL_1,,26 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),,,,,,,,256QAM,Rank4,29.02659,41.10519
2025-03-14 12:15:38.502,,,,,,,,,,,,,,,,,,,17.5,,87.7,,,0.9,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,Rank4,29.02659,41.10519
2025-03-14 12:15:38.633,,-71.1,32.0,-10.4,97525.76,94118.13,,10.2,28.0,0.0,,,,,,,10.2,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,68,LEVEL_1,,27 (64QAM OR 256QAM / Low SE -64QAM),,,,,,,,256QAM,Rank4,29.02654,41.10519
2025-03-14 12:15:39.000,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.02654,41.10519
2025-03-14 12:15:39.028,,-70.9,31.0,-10.3,97116.16,,,10.6,30.0,0.0,,,,,,,10.6,,17.5,,89.8,,,0.0,,False,False,False,False,False,False,False,False,False,False,False,,68,LEVEL_1,,26 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),,,,,,,,256QAM,Rank4,29.02649,41.10518
2025-03-14 12:15:39.362,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.02649,41.10518
2025-03-14 12:15:39.499,,,,,,,,,,,,,,,,,,,17.5,,87.2,,,0.0,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,Rank4,29.02649,41.10518
2025-03-14 12:15:39.636,,-69.3,30.7,-10.3,95989.76,94270.52,,8.3,43.0,0.0,,,,,,,8.3,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,68,LEVEL_1,,25 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),,,,,,,,256QAM,Rank4,29.02649,41.10518
2025-03-14 12:15:40.000,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.02649,41.10518
2025-03-14 12:15:40.018,,-69.8,29.5,-10.4,95436.8,,,18.4,66.0,0.0,,,,,,,18.4,,17.5,,85.6,,,0.0,,False,False,False,False,False,False,False,False,False,False,False,,68,LEVEL_1,,25 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),,,,,,,,256QAM,Rank4,29.02639,41.10517
2025-03-14 12:15:40.074,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.02639,41.10517
2025-03-14 12:15:40.500,,,,,,,,,,,,,,,,,,,17.5,,86.6,,,2.2,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,Rank4,29.02639,41.10517
2025-03-14 12:15:40.640,,-70.2,28.0,-10.4,95416.32,92797.49,,6.4,72.0,0.0,,,,,,,6.4,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,68,LEVEL_1,,22 (64QAM OR 256QAM / Low SE -16QAM),,,,,,,,256QAM,Rank4,29.02639,41.10517
2025-03-14 12:15:40.999,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.02639,41.10517
2025-03-14 12:15:41.009,,-71.5,26.8,-10.4,93015.28,,,6.7,46.0,0.0,,,,,,,6.7,,17.5,,89.3,,,0.9,,False,False,False,False,False,False,False,False,False,False,False,,68,LEVEL_1,,23 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),,,,,,,,256QAM,Rank4,29.0263,41.10515
2025-03-14 12:15:41.365,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.0263,41.10515
2025-03-14 12:15:41.501,,,,,,,,,,,,,,,,,,,17.5,,89.7,,,0.0,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,Rank4,29.0263,41.10515
2025-03-14 12:15:41.644,,-72.9,23.4,-10.4,98268.2,92517.05,,9.8,29.0,0.0,,,,,,,9.8,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,68,LEVEL_1,,25 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),,,,,,,,256QAM,Rank4,29.02625,41.10514
2025-03-14 12:15:42.000,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.02625,41.10514
2025-03-14 12:15:42.028,,-76.2,22.1,-10.4,97479.69,,,11.3,46.0,0.0,,,,,,,11.3,,17.5,,93.0,,,0.0,,False,False,False,False,False,False,False,False,False,False,False,,68,LEVEL_1,,24 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),,,,,,,,256QAM,Rank4,29.0262,41.10513
2025-03-14 12:15:42.500,,,,,,,,,,,,,,,,,,,17.5,,93.5,,,0.5,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,Rank4,29.0262,41.10513
2025-03-14 12:15:42.649,,-74.8,25.5,-10.4,97505.28,93608.67,,10.3,71.0,0.0,,,,,,,10.3,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,68,LEVEL_1,,24 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),,,,,,,,256QAM,Rank4,29.0262,41.10513
2025-03-14 12:15:43.000,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.0262,41.10513
2025-03-14 12:15:43.008,,-72.4,27.2,-10.4,96773.07,,,12.3,71.0,0.0,,,,,,,12.3,,17.5,,91.6,,,0.0,,False,False,False,False,False,False,False,False,False,False,False,,68,LEVEL_1,,23 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),,,,,,,,256QAM,Rank4,29.02608,41.10512
2025-03-14 12:15:43.366,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.02608,41.10512
2025-03-14 12:15:43.499,,,,,,,,,,,,,,,,,,,17.5,,88.6,,,0.0,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,Rank4,29.02608,41.10512
2025-03-14 12:15:43.649,,-70.8,29.1,-10.4,97382.4,94963.33,,13.8,86.0,0.0,,,,,,,13.8,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,68,LEVEL_1,,21 (64QAM OR 256QAM / Low SE -16QAM),,,,,,,,256QAM,Rank4,29.02603,41.10511
2025-03-14 12:15:43.999,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.02603,41.10511
2025-03-14 12:15:44.034,,-70.5,28.7,-10.3,97295.38,,,8.9,84.0,0.0,,,,,,,8.9,,17.5,,86.0,,,0.0,,False,False,False,False,False,False,False,False,False,False,False,,68,LEVEL_1,,20 (64QAM OR 256QAM / Low SE -16QAM),,,,,,,,64QAM,Rank4,29.02598,41.1051
2025-03-14 12:15:44.500,,,,,,,,,,,,,,,,,,,17.5,,86.2,,,0.0,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,Rank4,29.02598,41.1051
2025-03-14 12:15:44.652,,-71.1,28.6,-10.4,97141.73,93789.11,,5.4,78.0,0.0,,,,,,,5.4,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,68,LEVEL_1,,21 (64QAM OR 256QAM / Low SE -16QAM),,,,,,,,256QAM,Rank4,29.02598,41.1051
2025-03-14 12:15:45.001,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.02598,41.1051
2025-03-14 12:15:45.007,,,,,97259.52,,,8.2,77.0,0.0,,,,,,,8.2,,17.5,,87.1,,,0.0,,False,False,False,False,False,False,False,False,False,False,False,,,LEVEL_1,,22 (64QAM OR 256QAM / Low SE -16QAM),,,,,,,,256QAM,Rank4,29.02588,41.10509
2025-03-14 12:15:45.368,,-71.6,25.2,-10.4,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,68,,,,,,,,,,,,,29.02588,41.10509
2025-03-14 12:15:45.499,,,,,,,,,,,,,,,,,,,17.5,,88.9,,,0.0,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,Rank4,29.02588,41.10509
2025-03-14 12:15:45.654,,-73.8,24.3,-10.4,97034.24,94262.23,,3.1,83.0,0.0,,,,,,,3.1,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,68,LEVEL_1,,23 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),,,,,,,,256QAM,Rank3,29.02583,41.10508
2025-03-14 12:15:46.000,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.02583,41.10508
2025-03-14 12:15:46.024,,-73.0,25.2,-10.4,97295.38,,,5.8,84.0,0.0,,,,,,,5.8,,17.5,,88.7,,-18.4,0.0,-85.5,False,False,False,False,False,False,False,False,False,False,False,,68,LEVEL_1,,25 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),,,,,76,,,256QAM,Rank3,29.02578,41.10508
2025-03-14 12:15:46.499,,,,,97018.84,,,,,,,,,,,,,,17.5,,90.5,,,0.0,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,Rank3,29.02578,41.10508
2025-03-14 12:15:46.664,,-75.8,23.7,-10.4,,93790.76,,3.6,92.0,0.0,,,,,,,3.6,,,,,,-19.3,,-86.8,False,False,False,False,False,False,False,False,False,False,False,,68,LEVEL_1,,23 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),,,,,76,,,256QAM,Rank3,29.02578,41.10508
2025-03-14 12:15:47.000,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.02578,41.10508
2025-03-14 12:15:47.016,,,,,96706.56,,,15.0,82.0,0.0,,,,,,,15.0,,17.5,,94.0,,,0.5,,False,False,False,False,False,False,False,False,False,False,False,,,LEVEL_1,,26 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),,,,,,,,256QAM,Rank3,29.02568,41.10506
2025-03-14 12:15:47.370,,-78.5,27.2,-10.4,,,,,,,,,,,,,,,,,,,-20.2,,-88.2,False,False,False,False,False,False,False,False,False,False,False,,68,,,,,,,,76,,,,,29.02568,41.10506
2025-03-14 12:15:47.499,,,,,96701.48,,,,,,,,,,,,,,17.5,,96.7,,,0.0,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,Rank3,29.02568,41.10506
2025-03-14 12:15:47.667,,-76.0,26.2,-10.4,,93397.32,,7.4,87.0,0.0,,,,,,,7.4,,,,,,-20.4,,-85.2,False,False,False,False,False,False,False,False,False,False,False,,68,LEVEL_1,,25 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),,,,,76,,,256QAM,Rank3,29.02562,41.10505
2025-03-14 12:15:48.000,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.02562,41.10505
2025-03-14 12:15:48.016,,-76.5,27.3,-10.4,97387.51,,,10.4,82.0,0.0,,,,,,,10.4,,17.5,,98.5,,-20.7,0.0,-86.2,False,False,False,False,False,False,False,False,False,False,False,,68,LEVEL_1,,25 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),,,,,76,,,256QAM,Rank3,29.02556,41.10504
2025-03-14 12:15:48.037,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.02556,41.10504
2025-03-14 12:15:48.500,,,,,96189.52,,,,,,,,,,,,,,17.5,,100.9,,,0.0,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,Rank3,29.02556,41.10504
2025-03-14 12:15:48.668,,-75.2,26.1,-10.4,,94558.77,,5.9,87.0,0.0,,,,,,,5.9,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,68,LEVEL_1,,23 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),,,,,,,,256QAM,Rank3,29.02556,41.10504
2025-03-14 12:15:48.999,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.02556,41.10504
2025-03-14 12:15:49.011,,,,,95298.43,,,6.2,84.0,0.0,,,,,,,6.2,,17.5,,98.1,,,0.0,,False,False,False,False,False,False,False,False,False,False,False,,,LEVEL_1,,24 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),,,,,,,,256QAM,Rank3,29.02544,41.10502
2025-03-14 12:15:49.372,,-77.9,23.1,-10.4,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,68,,,,,,,,,,,,,29.02544,41.10502
2025-03-14 12:15:49.500,,,,,,,,,,,,,,,,,,,17.5,,93.4,,,0.0,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.02544,41.10502
2025-03-14 12:15:49.672,,-77.3,22.5,-10.4,95232.0,92963.8,,7.2,79.0,0.0,,,,,,,7.2,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,68,LEVEL_1,,25 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),,,,,,,,256QAM,Rank3,29.02538,41.10501
2025-03-14 12:15:50.000,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.02538,41.10501
2025-03-14 12:15:50.016,,-75.7,22.0,-10.4,96235.52,,,13.2,79.0,0.0,,,,,,,13.2,,17.5,,91.9,,,0.0,,False,False,False,False,False,False,False,False,False,False,False,,68,LEVEL_1,,26 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),,,,,,,,256QAM,Rank3,29.02532,41.105
2025-03-14 12:15:50.499,,,,,94858.38,,,,,,,,,,,,,,17.5,,90.4,,,0.0,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.02532,41.105
2025-03-14 12:15:50.676,,-75.1,21.4,-10.4,,88616.75,,10.6,79.0,0.0,,,,,,,10.6,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,68,LEVEL_1,,26 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),,,,,,,,256QAM,Rank3,29.02532,41.105
2025-03-14 12:15:51.000,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.02532,41.105
2025-03-14 12:15:51.011,,,,,95441.8,,,6.1,82.0,0.0,,,,,,,6.1,,17.5,,91.7,,,0.0,,False,False,False,False,False,False,False,False,False,False,False,,,LEVEL_1,,24 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),,,,,,,,256QAM,Rank3,29.0252,41.10499
2025-03-14 12:15:51.332,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.0252,41.10499
2025-03-14 12:15:51.373,,-76.3,21.6,-10.4,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,68,,,,,,,,,,,,,29.0252,41.10499
2025-03-14 12:15:51.499,,,,,96112.64,,,,,,,,,,,,,,17.5,,92.1,,,0.0,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.0252,41.10499
2025-03-14 12:15:51.679,,-76.8,23.0,-10.4,,96544.21,,10.0,79.0,0.0,,,,,,,10.0,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,68,LEVEL_1,,26 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),,,,,,,,256QAM,Rank3,29.02514,41.10498
2025-03-14 12:15:51.999,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.02514,41.10498
2025-03-14 12:15:52.016,,-76.2,22.4,-10.4,95559.68,,,12.8,77.0,0.0,,,,,,,12.8,,17.5,,91.8,,,0.0,,False,False,False,False,False,False,False,False,False,False,False,,68,LEVEL_1,,27 (64QAM OR 256QAM / Low SE -64QAM),,,,,,,,256QAM,Rank3,29.02508,41.10497
2025-03-14 12:15:52.500,,,,,95718.49,,,,,,,,,,,,,,17.5,,91.6,,,0.0,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.02508,41.10497
2025-03-14 12:15:52.683,,-76.6,22.1,-10.4,,92962.71,,12.8,81.0,0.0,,,,,,,12.8,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,68,LEVEL_1,,26 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),,,,,,,,256QAM,Rank3,29.02502,41.10496
2025-03-14 12:15:53.001,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.02502,41.10496
2025-03-14 12:15:53.025,,,,,95585.17,,,4.0,84.0,0.0,,,,,,,4.0,,17.5,,93.0,,,0.0,,False,False,False,False,False,False,False,False,False,False,False,,,LEVEL_1,,24 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),,,,,,,,256QAM,Rank3,29.02496,41.10495
2025-03-14 12:15:53.375,,-77.9,18.4,-10.4,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,68,,,,,,,,,,,,,29.02496,41.10495
2025-03-14 12:15:53.499,,,,,96087.12,,,,,,,,,,,,,,17.5,,94.9,,,0.0,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.02496,41.10495
2025-03-14 12:15:53.686,,-79.9,18.5,-10.4,,92812.94,,6.4,87.0,0.0,,,,,,,6.4,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,68,LEVEL_1,,24 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),,,,,,,,256QAM,Rank3,29.02496,41.10495
2025-03-14 12:15:54.000,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.02496,41.10495
2025-03-14 12:15:54.016,,-80.8,17.9,-10.4,95503.24,,,5.7,83.0,0.0,,,,,,,5.7,,17.5,,96.2,,,0.0,,False,False,False,False,False,False,False,False,False,False,False,,68,LEVEL_1,,25 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),,,,,,,,256QAM,Rank3,29.02485,41.10493
2025-03-14 12:15:54.020,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.02485,41.10493
2025-03-14 12:15:54.499,,,,,,,,,,,,,,,,,,,17.5,,94.7,,,0.0,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.02485,41.10493
2025-03-14 12:15:54.688,,-78.7,16.4,-10.4,96005.21,92965.88,,3.4,98.0,0.0,,,,,,,3.4,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,68,LEVEL_1,,26 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),,,,,,,,256QAM,Rank2,29.0248,41.10492
2025-03-14 12:15:55.000,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,29.0248,41.10492
2025-03-14 12:15:55.016,,,,,95873.31,,,0.7,103.0,0.0,,,,,,,0.7,,17.5,,94.5,,,0.0,,False,False,False,False,False,False,False,False,False,False,False,,,LEVEL_1,,27 (64QAM OR 256QAM / Low SE -64QAM),,,,,,,,256QAM,Rank2,29.02474,41.10491
2025-03-14 12:15:55.378,,-80.2,16.0,-10.6,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,68,,,,,,,,,,,,,29.02474,41.10491
