,Longitude,Latitude,NR_UE_RSRP_0,NR_UE_RSRQ_0,NR_UE_SINR_0,NR_UE_Nbr_RSRP_0,NR_UE_Nbr_RSRP_1,NR_UE_Nbr_RSRP_2,NR_UE_Nbr_RSRP_3,NR_UE_Nbr_RSRP_4,NR_UE_Nbr_RSRQ_0,NR_UE_Nbr_RSRQ_1,NR_UE_Nbr_RSRQ_2,NR_UE_Nbr_RSRQ_3,NR_UE_Nbr_RSRQ_4,NR_UE_PCI_0,NR_UE_Nbr_PCI_0,NR_UE_Nbr_PCI_1,NR_UE_Nbr_PCI_2,NR_UE_Nbr_PCI_3,NR_UE_Nbr_PCI_4,NR_UE_Timing_Advance,NR_UE_Pathloss_DL_0,NR_UE_Throughput_PDCP_DL,App_Throughput_DL,NR_UE_NACK_Rate_DL_0,NR_UE_Ack_As_Nack_DL_0,NR_UE_MCS_DL_0,NR_UE_RB_Num_DL_0,NR_UE_Modulation_Avg_DL_0,NR_UE_RI_DL_0,NR_UE_BLER_DL_0,NR_UE_CCE_AggregationLev_0,NR_UE_Power_Tx_PUSCH_0,NR_UE_Power_Tx_PRACH_0,NR_UE_NACK_Rate_UL_0,NR_UE_RACH_Attempt,NR_UE_RACH_OK,NR_UE_RACH_Fail,NR_UE_RACH_Procedure_Count,NR_UE_RRCReEstAttempt,NR_UE_RRCReEstFail,NR_UE_RRCReEst_EndResult,NR_UE_RRCConnectionAttempt,NR_UE_RRCConnectionSetupOk,NR_UE_RRCConnectionComplete,NR_UE_RRCConnectionDrop,NR_UE_RRCHOAttempt,NR_UE_RRCHOOK,NR_RRC_MsgType,NAS_5GS_MM_MessageType,NAS_5GS_SM_MessageType,x,y
259,29.01974,41.1077,,,,,,,,,,,,,,,,,,,,,,,94225.79,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,2434084.1329391273,4576109.164
260,29.01975,41.1011,-115.05000000000001,-14.25,-0.4,-118.19999999999999,-118.65,,,,-16.950000000000003,-17.5,,,,68.0,23.0,59.0,,,,,132.6,21811.3,15529.44,0.0,10.0,4 (QPSK OR 16QAM / Low SE -QPSK),268.0,QPSK,Rank2,0.0,LEVEL_4,21.9,,12.2,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434329.6186215985,4575374.4520000005
261,29.01979,41.10771,-116.75,-14.75,-0.7,-118.5,-117.55,-122.0,-120.6,,-17.35,-16.35,-19.65,-19.1,,40.0,13.0,23.0,76.0,76.0,,,135.9,96890.88,,8.6,7.0,8 (QPSK OR 16QAM OR 64QAM / Low SE -QPSK),214.0,16QAM,Rank2,8.6,LEVEL_4,21.0,,13.3,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434087.9560790444,4576110.277199999
262,29.0198,41.10109,-114.2,-14.1,-0.9,-117.0,-119.8,,,,-15.8,-19.3,,,,68.0,23.0,59.0,,,,,131.5,22920.58,,0.0,3.0,5 (QPSK OR 16QAM / Low SE -QPSK),267.0,QPSK,Rank2,0.0,LEVEL_4,21.9,,8.5,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434334.183538467,4575373.3388
263,29.01982,41.10507,-98.0,-14.65,-2.4499999999999997,-93.7,,,,,-11.55,,,,,13.0,23.0,,,,,,117.8,95801.38,92819.16,12.5,0.0,15 (16QAM OR 64QAM OR 256QAM / Low SE -16QAM),155.0,64QAM,Rank3,12.5,LEVEL_2,19.3,,10.3,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434188.3352811295,4575816.392399999
264,29.01982,41.10512,-96.46666666666668,-13.9,-1.7000000000000002,-98.06666666666666,,,,,-16.333333333333332,,,,,23.0,13.0,,,,,3.0,113.8,73294.1,80831.38,5.6,6.0,16 (16QAM OR 64QAM OR 256QAM / Low SE -16QAM),89.0,64QAM,Rank3,5.6,LEVEL_16,17.6,14.0,3.0,0,0,0,5.0,0,0,,0,0,0,0,0,0, BCCH-DL_SCH SIB2,,,2434186.4818651783,4575821.9584
265,29.01983,41.10108,-114.0,-13.8,0.1,-122.1,,,,,-20.3,,,,,68.0,23.0,,,,,,131.4,13917.25,19396.26,0.0,7.0,5 (QPSK OR 16QAM / Low SE -QPSK),266.0,QPSK,Rank2,0.0,LEVEL_4,21.9,,16.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434337.07075059,4575372.2256000005
266,29.01983,41.10504,,,,,,,,,,,,,,,,,,,,,,,93259.09,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,2434190.2861322034,4575813.052800001
267,29.01985,41.10495,-98.69999999999999,-15.35,0.8,-94.8,,,,,-12.0,,,,,13.0,23.0,,,,,,116.9,96762.93,,4.4,0.0,20 (64QAM OR 256QAM / Low SE -16QAM),138.0,64QAM,Rank2,4.4,LEVEL_2,18.3,,8.5,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434195.2998824785,4575803.034
268,29.01985,41.10498,,,,,,,,,,,,,,,,,,,,,,,93357.28,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,2434194.1878346503,4575806.3736
269,29.01985,41.10501,-98.65,-15.05,-0.35,-94.3,,,,,-11.8,,,,,13.0,23.0,,,,,,117.7,96230.47,,26.9,0.0,23 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),109.0,64QAM,Rank3,26.9,LEVEL_2,18.4,,15.7,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434193.0757861543,4575809.7132
270,29.01985,41.10517,-91.94999999999999,-11.149999999999999,10.55,-101.45,,,,,-19.15,,,,,23.0,13.0,,,,,,109.7,95975.38,,10.1,4.0,19 (64QAM OR 256QAM / Low SE -16QAM),79.0,64QAM,Rank3,10.1,LEVEL_2,17.5,,0.0,0,0,0,,0,0,,0,0,0,0,0,0, UL-DCCH RRCReconfigurationComplete,,,2434187.1448495714,4575827.5244
271,29.01986,41.10108,-115.25,-13.9,0.55,-121.85,-121.15,,,,-19.6,-19.05,,,,68.0,23.0,59.0,,,,,132.0,79196.99,8688.42,4.8,6.0,5 (QPSK OR 16QAM / Low SE -QPSK),259.0,QPSK,Rank2,4.8,LEVEL_16,22.0,,12.5,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434339.587309513,4575372.2256000005
272,29.01987,41.1052,,,,,,,,,,,,,,,,,,,,,,,89289.59,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,2434187.7103975485,4575830.864
273,29.01989,41.10489,-94.65,-12.25,3.3,-95.15,,,,,-13.65,,,,,13.0,23.0,,,,,,115.7,96215.04,93355.95,6.1,0.0,20 (64QAM OR 256QAM / Low SE -16QAM),144.0,64QAM,Rank2,6.1,LEVEL_2,18.1,,6.9,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434200.8791933716,4575796.3548
274,29.01989,41.10522,-89.44999999999999,-10.7,13.0,-103.25,,,,,-22.75,,,,,23.0,13.0,,,,,,107.9,95344.89,109030.89,5.8,0.0,24 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),86.0,256QAM,Rank3,5.8,LEVEL_1,17.5,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434188.646628374,4575833.0904
275,29.01989,41.10774,-116.1,-13.600000000000001,2.6500000000000004,-119.15,,,,,-16.85,,,,,40.0,30.0,,,,,,136.0,97341.44,93577.39,8.4,0.0,11 (16QAM OR 64QAM / Low SE -QPSK),197.0,16QAM,Rank2,8.4,LEVEL_4,21.4,,10.8,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434095.2316511623,4576113.6168
276,29.0199,41.10486,,,,,,,,,,,,,,,,,,,,,,,93477.88,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,2434202.8300454235,4575793.0152
277,29.01991,41.10483,-91.95,-11.1,7.15,-97.6,,,,,-17.85,,,,,13.0,23.0,,,,,,113.5,96087.12,,3.8,0.0,20 (64QAM OR 256QAM / Low SE -16QAM),140.0,64QAM,Rank2,3.8,LEVEL_2,17.5,,6.3,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434204.7808975745,4575789.6756
278,29.01992,41.10477,-89.69999999999999,-11.05,10.45,,,,,,,,,,,13.0,,,,,,,110.2,96256.83,93812.24,12.3,0.0,22 (64QAM OR 256QAM / Low SE -16QAM),142.0,256QAM,Rank2,12.3,LEVEL_2,17.5,,1.3,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434207.8437963314,4575782.9964000005
279,29.01992,41.10528,-88.1,-10.6,14.75,-116.8,,,,,-30.45,,,,,23.0,13.0,,,,,,107.1,95723.52,92849.67,11.0,0.0,26 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),81.0,256QAM,Rank3,11.0,LEVEL_1,17.5,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434188.938914955,4575839.7696
280,29.01993,41.10106,-115.4,-13.5,0.9,-122.9,-122.3,,,,-20.3,-19.7,,,,68.0,23.0,59.0,,,,,132.0,92405.76,,8.4,0.0,6 (QPSK OR 16QAM OR 64QAM / Low SE -QPSK),269.0,QPSK,Rank2,8.4,LEVEL_4,22.0,,10.4,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434346.2005898305,4575369.9991999995
281,29.01993,41.10471,-86.85,-10.850000000000001,18.200000000000003,-118.6,,,,,-30.2,,,,,13.0,3.0,,,,,,105.9,97710.08,,12.2,0.0,22 (64QAM OR 256QAM / Low SE -16QAM),47.0,256QAM,Rank3,12.2,LEVEL_2,17.5,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434210.9066939517,4575776.3171999995
282,29.01993,41.10474,,,,,,,,,,,,,,,,,,,,,,,106531.4,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,2434209.7946483963,4575779.6568
283,29.01993,41.10775,,,,,,,,,,,,,,,,,,,,,,,96167.92,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,2434098.2160185347,4576114.73
284,29.01994,41.10459,-78.7,-10.55,19.75,-98.55,,,,,-21.65,,,,,13.0,3.0,,,,,,99.8,97776.64,93280.84,7.6,0.0,25 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),35.0,256QAM,Rank3,7.6,LEVEL_1,17.5,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434216.193677641,4575762.9588
285,29.01994,41.10465,-84.75,-10.8,17.700000000000003,-106.75,,,,,-25.450000000000003,,,,,13.0,3.0,,,,,,104.8,97623.88,,8.8,0.0,22 (64QAM OR 256QAM / Low SE -16QAM),37.0,256QAM,Rank4,8.8,LEVEL_1,17.5,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434213.9695904353,4575769.638
286,29.01994,41.10468,,,,,,,,,,,,,,,,,,,,,,,82999.23,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,2434212.8575458317,4575772.9776
287,29.01995,41.10456,,,,,,,,,,,,,,,,,,,,,,,94053.83,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,2434218.1445287676,4575759.6192
288,29.01995,41.10533,-86.5,-10.45,17.35,,,,,,,,,,,23.0,,,,,,,104.6,95083.66,,9.0,0.0,26 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),77.0,256QAM,Rank3,9.0,LEVEL_1,17.5,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434189.6018808987,4575845.3356
289,29.01996,41.10453,-73.55000000000001,-10.4,23.35,-90.30000000000001,,,,,-22.3,,,,,13.0,3.0,,,,,,95.2,94801.92,,5.5,0.0,27 (64QAM OR 256QAM / Low SE -64QAM),26.0,256QAM,Rank4,5.5,LEVEL_1,17.5,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434220.0953799933,4575756.2796
290,29.01997,41.10105,-115.0,-13.4,1.1,-120.4,,,,,-19.0,,,,,68.0,59.0,,,,,,131.1,80281.6,78513.62,9.9,0.0,7 (QPSK OR 16QAM OR 64QAM / Low SE -QPSK),237.0,QPSK,Rank2,9.9,LEVEL_4,22.0,,10.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434349.926657898,4575368.886
291,29.01997,41.10451,,,,,,,,,,,,,,,,,,,,,,,94379.08,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,2434221.6755505865,4575754.0532
292,29.01998,41.10448,-75.7,-10.6,20.6,-92.1,,,,,-21.9,,,,,13.0,3.0,,,,,,92.1,97402.88,,2.8,0.0,27 (64QAM OR 256QAM / Low SE -64QAM),25.0,256QAM,Rank4,2.8,LEVEL_1,17.5,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434223.6264021043,4575750.7136
293,29.01998,41.10538,-86.9,-10.649999999999999,17.05,,,,,,,,,,,23.0,,,,,,,104.9,95784.96,93118.27,10.4,0.0,26 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),80.0,256QAM,Rank3,10.4,LEVEL_1,17.5,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434190.2648411565,4575850.9015999995
294,29.01998,41.10776,-114.25,-13.100000000000001,0.7999999999999999,-117.6,,,,,-15.350000000000001,,,,,40.0,30.0,,,,,,135.5,97362.32,,11.1,9.0,11 (16QAM OR 64QAM / Low SE -QPSK),147.0,16QAM,Rank2,11.1,LEVEL_4,20.9,,16.2,0,0,0,,0,0,,0,0,0,0,0,0, UL-DCCH RRCReconfigurationComplete,,,2434102.0391524597,4576115.8432
295,29.01999,41.10444,-73.85,-10.55,15.649999999999999,-94.55,,,,,-23.3,,,,,13.0,3.0,,,,,,95.3,97648.64,85775.47,8.1,0.0,26 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),28.0,256QAM,Rank4,8.1,LEVEL_1,17.5,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434225.947934264,4575746.260799999
296,29.02,41.1044,-68.95,-10.600000000000001,16.8,-85.7,,,,,-21.1,,,,,13.0,3.0,,,,,,91.4,83972.4,,1.5,0.0,27 (64QAM OR 256QAM / Low SE -64QAM),23.0,256QAM,Rank4,1.5,LEVEL_1,17.5,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434228.2694662586,4575741.808
297,29.02,41.10442,,,,,,,,,,,,,,,,,,,,,,,91052.72,,,,,,Rank4,,,,,,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434227.5281054387,4575744.034399999
298,29.02,41.1054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,2434191.201061903,4575853.1280000005
299,29.02001,41.10104,-115.5,-13.75,-0.05,-121.30000000000001,-118.1,,,,-18.35,-16.05,,,,68.0,23.0,59.0,,,,,134.4,79728.64,84400.55,9.2,8.0,6 (QPSK OR 16QAM OR 64QAM / Low SE -QPSK),258.0,QPSK,Rank2,9.2,LEVEL_4,22.1,,11.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434353.6527269133,4575367.772799999
300,29.02001,41.10439,,,,,,,,,,,,,,,,,,,,,,,92177.94,,,,,,Rank4,,,,,,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434229.4789572535,4575740.694800001
301,29.02002,41.10438,-73.1,-10.55,22.25,-89.15,,,,,-22.95,,,,,13.0,3.0,,,,,,88.3,95585.17,,3.0,0.0,27 (64QAM OR 256QAM / Low SE -64QAM),56.0,256QAM,Rank4,3.0,LEVEL_1,17.5,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434230.68844843,4575739.5816
302,29.02002,41.10543,-84.6,-10.5,21.65,,,,,,,,,,,23.0,,,,,,,102.5,95728.54,92535.02,1.7,0.0,27 (64QAM OR 256QAM / Low SE -64QAM),72.0,256QAM,Rank3,1.7,LEVEL_1,17.5,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434191.7665931396,4575856.4676
303,29.02003,41.10437,-76.3,-10.6,12.55,-86.15,,,,,-19.6,,,,,13.0,3.0,,,,,,94.8,95498.24,92301.99,0.3,0.0,27 (64QAM OR 256QAM / Low SE -64QAM),53.0,256QAM,Rank4,0.3,LEVEL_1,17.5,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434231.8979397877,4575738.468400001
304,29.02004,41.10436,-74.25,-10.649999999999999,15.7,-90.85,,,,,-22.75,,,,,13.0,3.0,,,,,,95.2,95728.54,92377.04,0.3,0.0,27 (64QAM OR 256QAM / Low SE -64QAM),54.0,256QAM,Rank4,0.3,LEVEL_1,17.5,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434233.107431327,4575737.3552
305,29.02005,41.10436,-73.75,-10.7,12.95,-85.1,,,,,-19.45,,,,,13.0,3.0,,,,,,92.3,95400.84,92508.6,0.3,0.0,27 (64QAM OR 256QAM / Low SE -64QAM),55.0,256QAM,Rank4,0.3,LEVEL_1,17.5,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434233.946242406,4575737.3552
306,29.02006,41.10436,-74.4,-10.55,12.5,-83.7,,,,,-20.549999999999997,,,,,13.0,3.0,,,,,,90.9,95559.68,92319.07,0.0,0.0,27 (64QAM OR 256QAM / Low SE -64QAM),54.0,256QAM,Rank4,0.0,LEVEL_1,17.5,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434234.7850534855,4575737.3552
307,29.02006,41.10548,-82.7,-10.45,23.1,,,,,,,,,,,23.0,,,,,,,101.2,95698.02,92729.79,12.1,0.0,26 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),60.0,256QAM,Rank4,12.1,LEVEL_1,17.5,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434193.268338161,4575862.0336
308,29.02007,41.10436,-74.25,-10.75,12.35,-83.35,,,,,-19.25,,,,,13.0,3.0,,,,,,92.4,95728.54,93172.45,0.7,0.0,27 (64QAM OR 256QAM / Low SE -64QAM),55.0,256QAM,Rank4,0.7,LEVEL_1,17.5,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434235.6238645646,4575737.3552
309,29.02007,41.10778,-111.75,-12.350000000000001,3.35,-116.35,,,,,-16.2,,,,,40.0,30.0,,,,,,133.0,98585.55,101174.2,9.4,0.0,14 (16QAM OR 64QAM / Low SE -QPSK),109.0,64QAM,Rank2,9.4,LEVEL_4,20.7,,7.9,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434108.8466488617,4576118.0696
310,29.02009,41.10435,-76.3,-10.8,13.7,-81.80000000000001,,,,,-16.55,,,,,13.0,3.0,,,,,,94.1,96752.59,94838.38,0.0,0.0,27 (64QAM OR 256QAM / Low SE -64QAM),30.0,256QAM,Rank4,0.0,LEVEL_1,17.5,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434237.6721678753,4575736.242
311,29.0201,41.10101,-115.8,-14.3,-0.7,-122.0,-117.1,,,,-20.2,-15.3,,,,68.0,23.0,59.0,,,,,134.1,56835.69,,13.7,0.0,7 (QPSK OR 16QAM OR 64QAM / Low SE -QPSK),250.0,QPSK,Rank2,13.7,LEVEL_4,22.1,,9.4,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434362.3143780394,4575364.4332
312,29.0201,41.10551,-81.0,-10.4,24.0,,,,,,,,,,,23.0,,,,,,,99.1,96686.08,92813.36,13.9,0.0,27 (64QAM OR 256QAM / Low SE -64QAM),59.0,256QAM,Rank4,13.9,LEVEL_1,17.5,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434195.511456054,4575865.3732
313,29.02012,41.10553,-79.6,-10.4,24.7,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,2434196.4476684863,4575867.5996
314,29.02012,41.10779,,,,,,,,,,,,,,,,,,,,,,,89427.45,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,2434112.6697788592,4576119.1828000005
315,29.02013,41.10435,-71.0,-10.4,15.6,-81.8,,,,,-16.9,,,,,13.0,3.0,,,,,,94.7,98447.36,100727.85,0.0,0.0,27 (64QAM OR 256QAM / Low SE -64QAM),24.0,256QAM,Rank4,0.0,LEVEL_1,17.5,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434241.0274127037,4575736.242
316,29.02014,41.10554,-80.3,-10.350000000000001,23.2,,,,,,,,,,,23.0,,,,,,,99.3,96890.88,92657.98,9.9,0.0,26 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),63.0,256QAM,Rank4,9.9,LEVEL_1,17.5,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434197.7545702155,4575868.7128
317,29.02016,41.101,-115.6,-14.1,-1.2,-137.5,-115.7,,,,-30.4,-14.0,,,,68.0,23.0,59.0,,,,,133.3,41201.52,70242.62,7.8,4.0,6 (QPSK OR 16QAM OR 64QAM / Low SE -QPSK),266.0,QPSK,Rank2,7.8,LEVEL_8,22.0,,6.8,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434367.718158454,4575363.32
318,29.02016,41.10436,-73.96666666666665,-10.700000000000001,16.7,-93.60000000000001,,,,,-24.0,,,,,13.0,3.0,,,,,,90.8,98611.2,90814.02,0.0,0.0,27 (64QAM OR 256QAM / Low SE -64QAM),24.0,256QAM,Rank4,0.0,LEVEL_1,17.5,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434243.1731642787,4575737.3552
319,29.02017,41.10555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,2434199.9002672383,4575869.826
320,29.02017,41.1078,-110.15,-13.05,3.0,-112.6,,,,,-14.6,,,,,40.0,30.0,,,,,,131.5,98570.24,,12.5,0.0,19 (64QAM OR 256QAM / Low SE -16QAM),79.0,64QAM,Rank2,12.5,LEVEL_2,20.6,,7.7,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434116.492907506,4576120.296
321,29.02018,41.10436,-74.6,-10.6,16.9,-85.5,,,,,-17.8,,,,,13.0,3.0,,,,,,97.0,98637.48,95177.11,0.0,0.0,27 (64QAM OR 256QAM / Low SE -64QAM),24.0,256QAM,Rank4,0.0,LEVEL_1,17.5,,0.5,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434244.8507864373,4575737.3552
322,29.02019,41.10556,-79.4,-10.4,24.0,,,,,,,,,,,23.0,,,,,,,97.6,96906.28,93009.56,10.0,0.0,26 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),63.0,256QAM,Rank4,10.0,LEVEL_1,17.5,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434201.2071676687,4575870.9392
323,29.02021,41.10437,-69.25,-10.45,17.85,-92.55,,,,,-24.25,,,,,13.0,3.0,,,,,,92.0,98616.37,99010.12,0.0,0.0,27 (64QAM OR 256QAM / Low SE -64QAM),24.0,256QAM,Rank4,0.0,LEVEL_1,17.5,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434246.996536916,4575738.468400001
324,29.02022,41.10099,-115.6,-14.2,-0.15,-116.35,,,,,-14.45,,,,,68.0,59.0,,,,,,131.6,32626.43,43101.89,0.0,14.0,6 (QPSK OR 16QAM OR 64QAM / Low SE -QPSK),268.0,QPSK,Rank1,0.0,LEVEL_8,21.8,,9.2,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434373.121940327,4575362.206800001
325,29.02022,41.10437,-66.8,-10.4,17.8,-84.6,,,,,-22.4,,,,,13.0,3.0,,,,,,,,92460.22,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,2434247.835347868,4575738.468400001
326,29.02022,41.10781,,,,,,,,,,,,,,,,,,,,,,,95475.11,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,2434120.316034801,4576121.4092
327,29.02023,41.10558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,2434203.8209667746,4575873.1656
328,29.02024,41.10438,-66.9,-10.4,15.9,-91.2,,,,,-26.9,,,,,13.0,3.0,,,,,,92.3,98616.37,,0.7,0.0,27 (64QAM OR 256QAM / Low SE -64QAM),24.0,256QAM,Rank4,0.7,LEVEL_1,17.5,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434249.142286555,4575739.5816
329,29.02026,41.10559,-79.3,-10.4,24.85,,,,,,,,,,,23.0,,,,,,,97.0,96404.41,94401.74,9.5,0.0,27 (64QAM OR 256QAM / Low SE -64QAM),58.0,256QAM,Rank4,9.5,LEVEL_1,17.5,,0.5,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434205.9666608176,4575874.2787999995
330,29.02026,41.10782,-110.6,-13.25,3.1,-111.80000000000001,,,,,-14.85,,,,,40.0,30.0,,,,,,130.4,97710.08,,5.9,0.0,22 (64QAM OR 256QAM / Low SE -16QAM),58.0,256QAM,Rank3,5.9,LEVEL_2,20.4,,10.7,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434123.300393862,4576122.522399999
331,29.0203,41.10439,-69.3,-10.55,16.299999999999997,-87.30000000000001,,,,,-21.55,,,,,13.0,3.0,,,,,,90.8,98590.72,101923.98,0.1,0.0,27 (64QAM OR 256QAM / Low SE -64QAM),24.0,256QAM,Rank4,0.1,LEVEL_1,17.5,,0.5,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434253.804467441,4575740.694800001
332,29.02033,41.10439,-68.5,-10.5,15.7,-84.1,,,,,-18.7,,,,,13.0,3.0,,,,,,,,88203.03,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,2434256.3208995294,4575740.694800001
333,29.02034,41.10562,-77.19999999999999,-10.4,23.200000000000003,,,,,,,,,,,23.0,,,,,,,95.9,97387.51,94426.41,6.7,0.0,27 (64QAM OR 256QAM / Low SE -64QAM),61.0,256QAM,Rank4,6.7,LEVEL_1,17.5,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434211.5649429196,4575877.6184
334,29.02035,41.10783,-109.4,-12.75,3.6999999999999997,-111.35,,,,,-14.7,,,,,40.0,30.0,,,,,,130.8,98580.42,95971.47,8.9,0.0,15 (16QAM OR 64QAM OR 256QAM / Low SE -16QAM),77.0,64QAM,Rank3,8.9,LEVEL_4,20.4,,9.1,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434130.4785856,4576123.6356
335,29.02036,41.10439,-69.6,-10.5,15.9,-91.4,,,,,-24.4,,,,,13.0,3.0,,,,,,87.0,97832.96,,0.1,0.0,27 (64QAM OR 256QAM / Low SE -64QAM),24.0,256QAM,Rank4,0.1,LEVEL_1,17.5,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,,,,2434258.8373316177,4575740.694800001
